N,SortedVector Add,LinkedList Add,BST Add,SortedVector Search,LinkedList Search,BST Search,SortedVector Save,SortedList Save, BST Save,SortedVector Remove,SortedList Remove,BST Remove,Vector Add Front,LinkedList Add Front,Vector Add Back,LinkedList Add Back,Vector Remove Front,LinkedList Remove Front,Vector Remove Back,LinkedList Remove Back,Vector Get,LinkedList Get
10000.000000,0.255724,0.284838,0.003008,0.002897,0.689729,0.003813,0.001264,0.001216,0.002117,0.029892,0.451562,0.004232,0.068878,0.000287,0.000087,0.000142,0.070015,0.000102,0.000045,0.145960,0.000032,0.098423
20000.000000,1.127660,1.352877,0.007387,0.006583,3.161352,0.008483,0.002377,0.002628,0.003392,0.117313,2.264577,0.009222,0.274492,0.000843,0.000480,0.000297,0.283373,0.000561,0.000089,1.161301,0.000050,0.625677
30000.000000,2.599686,3.118076,0.012030,0.010248,7.194360,0.012639,0.003699,0.003808,0.004759,0.256152,5.004605,0.015783,0.621589,0.001246,0.001007,0.000524,0.673338,0.001122,0.000133,3.335601,0.000077,1.576022
40000.000000,4.468979,5.487291,0.015656,0.013565,12.553194,0.018607,0.005611,0.006321,0.006782,0.456849,8.981769,0.020486,1.103910,0.001870,0.000393,0.000822,1.132879,0.001668,0.000177,5.868731,0.000155,2.774300
50000.000000,6.951665,8.558565,0.019850,0.017058,19.860930,0.023540,0.006494,0.008451,0.009759,0.712240,14.292220,0.027983,1.726689,0.002647,0.000438,0.001077,1.756445,0.002024,0.000222,9.371367,0.000154,4.459978
60000.000000,10.088978,12.708459,0.025170,0.021197,28.969217,0.028728,0.008452,0.011463,0.011783,1.032902,20.962694,0.033704,2.485900,0.002780,0.002162,0.001200,2.545995,0.002547,0.000264,13.638311,0.000180,6.703091
70000.000000,13.721517,17.338807,0.029214,0.024824,39.682164,0.034449,0.010159,0.014095,0.014471,1.409685,28.642709,0.041511,3.387720,0.003628,0.000584,0.001661,3.442931,0.002942,0.000309,18.791713,0.000223,9.081893
80000.000000,18.016380,22.989093,0.034415,0.029051,52.979488,0.040956,0.010786,0.015786,0.016284,1.854161,38.555087,0.048395,4.423747,0.003842,0.000886,0.001725,4.537159,0.003423,0.000354,24.625861,0.000280,12.112397
90000.000000,22.873297,29.979753,0.040147,0.033525,68.319131,0.047562,0.013580,0.019049,0.018338,2.377310,49.977149,0.055656,5.571570,0.004810,0.000768,0.002381,5.717632,0.003821,0.000387,31.062891,0.000326,16.191360
100000.000000,28.406762,37.992290,0.044898,0.037534,86.128012,0.052736,0.015935,0.023309,0.021997,2.934450,62.883006,0.065483,6.886245,0.005515,0.000769,0.001867,7.093209,0.003072,0.000438,38.528453,0.000371,19.751784
